"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2024-05-31","09:37:00",5249.18,"2 May 31 5240 P BTO 7.40 | 2 May 31 5250 C BTO 10.90 | 2 May 31 5285 C STO 1.00 | 2 May 31 5215 P STO 2.00",-1540,5277.51,"2024-05-31","16:00:00",0,-2751,"Expired",2412,78.31168831168831,2,172378,3080,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.164,0.003,13.7,13.19,7.73,5.97,78.64,-71.1
"2024-05-30","09:41:00",5253.53,"2 May 30 5250 P BTO 8.05 | 2 May 30 5255 C BTO 8.95 | 2 May 30 5290 C STO 0.50 | 2 May 30 5220 P STO 1.35",-1525,5235.48,"2024-05-30","16:00:00",0,-1452,"Expired",-156,-5.114754098360655,2,169966,3050,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.109,0.006,14.04,14.22,-7.18,-6.24,57.05,-66.56
"2024-05-24","10:01:00",5291.4,"2 May 24 5285 P BTO 6.90 | 2 May 24 5290 C BTO 9.80 | 2 May 24 5325 C STO 0.65 | 2 May 24 5255 P STO 1.40",-1475,5304.72,"2024-05-24","16:00:00",0,-1472,"Expired",-16,-0.5423728813559322,2,170122,2950,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.123,0.007,12.37,11.91,13.61,9.95,51.53,-43.39
"2024-05-15","10:23:00",5276.14,"2 May 15 5270 P BTO 5.85 | 2 May 15 5275 C BTO 8.90 | 2 May 15 5310 C STO 0.50 | 2 May 15 5240 P STO 1.25",-1310,5308.15,"2024-05-15","16:00:00",0,-3315,"Expired",4000,152.67175572519085,2,170138,2620,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.119,0.007,12.92,12.39,16.58,12.88,161.83,-3.44
"2024-04-23","09:47:00",5043.51,"2 Apr 23 5035 P BTO 8.80 | 2 Apr 23 5045 C BTO 10.50 | 2 Apr 23 5080 C STO 1.10 | 2 Apr 23 5010 P STO 3.15",-1515,5070.55,"2024-04-23","16:00:00",0,-2555,"Expired",2070,68.31683168316832,2,166138,3030,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.22,0.004,16.37,15.8,18.25,14.66,87.13,-1.65
"2024-04-22","11:38:00",4982.61,"2 Apr 22 4975 P BTO 7.10 | 2 Apr 22 4985 C BTO 9.45 | 2 Apr 22 5020 C STO 0.80 | 2 Apr 22 4950 P STO 1.80",-1405,5010.6,"2024-04-22","16:00:00",0,-2560,"Expired",2300,81.85053380782918,2,164068,2810,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.157,0.004,17.85,16.82,20.1,-4.72,142.7,-3.91
"2024-04-18","11:08:00",5047.86,"2 Apr 18 5040 P BTO 9.45 | 2 Apr 18 5050 C BTO 11.15 | 2 Apr 18 5085 C STO 1.40 | 2 Apr 18 5015 P STO 3.35",-1595,5011.12,"2024-04-18","16:00:00",0,-2500,"Expired",1800,56.42633228840125,2,161768,3190,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.231,0.138,17.37,18.09,9.31,16.34,56.74,-20.06
"2024-04-08","10:21:00",5206.75,"2 Apr 8 5200 P BTO 6.15 | 2 Apr 8 5205 C BTO 10.30 | 2 Apr 8 5240 C STO 0.75 | 2 Apr 8 5170 P STO 1.30",-1450,5202.39,"2024-04-08","16:00:00",0,0,"Expired",-2910,-100.34482758620689,2,159968,2900,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.125,1,15.84,15.25,7.03,-4.62,25.17,-100
"2024-04-04","11:42:00",5248.21,"3 Apr 4 5245 P BTO 4.35 | 3 Apr 4 5250 C BTO 5.00 | 3 Apr 4 5285 C STO 0.15 | 3 Apr 4 5215 P STO 0.40",-890,5147.21,"2024-04-04","16:00:00",0,-3000,"Expired",6315,236.51685393258427,3,162878,2670,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.059,0.683,13.86,16.53,32.56,4.16,246.63,-20.79
"2024-03-26","10:00:00",5232.23,"2 Mar 26 5230 P BTO 5.80 | 2 Mar 26 5235 C BTO 5.55 | 2 Mar 26 5265 C STO 0.25 | 2 Mar 26 5195 P STO 0.40",-1080,5203.58,"2024-03-26","16:00:00",0,-2642,"Expired",3114,144.16666666666666,2,156563,2160,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.057,0.004,13.03,13.38,10.66,3.38,144.63,-70.37
"2024-03-21","09:45:00",5255.44,"2 Mar 21 5250 P BTO 7.10 | 2 Mar 21 5255 C BTO 9.55 | 2 Mar 21 5290 C STO 0.55 | 2 Mar 21 5220 P STO 1.10",-1510,5241.53,"2024-03-21","16:00:00",0,-847,"Expired",-1336,-44.23841059602649,2,153449,3020,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.099,0.013,12.4,13.02,28.81,2.01,0,-79.47
"2024-03-12","10:23:00",5147.73,"1 Mar 12 5140 P BTO 8.50 | 1 Mar 12 5150 C BTO 10.65 | 1 Mar 12 5185 C STO 1.10 | 1 Mar 12 5115 P STO 2.75",-1540,5175.27,"2024-03-12","16:00:00",0,-2527,"Expired",982,63.76623376623377,1,154785,1540,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.201,0.004,14.25,13.86,16.36,13.43,89.94,-28.25
"2024-02-27","09:58:00",5069.78,"2 Feb 27 5065 P BTO 6.05 | 2 Feb 27 5070 C BTO 8.50 | 2 Feb 27 5105 C STO 0.30 | 2 Feb 27 5035 P STO 0.70",-1365,5078.18,"2024-02-27","16:00:00",0,-818,"Expired",-1104,-40.43956043956044,2,153803,2730,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.069,0.01,13.57,13.48,5.07,-4.82,1.83,-64.84
"2024-02-22","10:22:00",5058.74,"2 Feb 22 5050 P BTO 6.75 | 2 Feb 22 5060 C BTO 9.90 | 2 Feb 22 5095 C STO 0.90 | 2 Feb 22 5025 P STO 1.65",-1420,5087.03,"2024-02-22","16:00:00",0,-2703,"Expired",2556,90,2,154907,2840,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.153,0.004,14.19,14.58,57.03,19.91,117.61,-16.55
"2024-02-14","10:19:00",4984.1,"2 Feb 14 4980 P BTO 7.10 | 2 Feb 14 4985 C BTO 8.30 | 2 Feb 14 5020 C STO 0.45 | 2 Feb 14 4950 P STO 1.15",-1390,5000.62,"2024-02-14","16:00:00",0,-1562,"Expired",334,12.014388489208633,2,152351,2780,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.104,0.008,14.29,14.31,23.27,7.66,34.53,-61.15
"2024-01-19","11:12:00",4807.22,"2 Jan 19 4800 P BTO 5.05 | 2 Jan 19 4805 C BTO 9.35 | 2 Jan 19 4840 C STO 0.45 | 2 Jan 19 4770 P STO 0.95",-1310,4839.81,"2024-01-19","16:00:00",0,-3481,"Expired",4332,165.3435114503817,2,152017,2620,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.097,0.003,13.6,13.33,15.34,10.94,165.73,-22.14
"2024-01-18","09:41:00",4759.49,"1 Jan 18 4755 P BTO 7.85 | 1 Jan 18 4760 C BTO 9.00 | 1 Jan 18 4795 C STO 0.65 | 1 Jan 18 4725 P STO 1.30",-1500,4780.94,"2024-01-18","16:00:00",0,-2094,"Expired",589,39.266666666666666,1,147685,1500,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.116,0.005,14.23,14.21,20.89,-0.61,69.33,-52.33
"2024-01-05","09:35:00",4698.27,"2 Jan 5 4690 P BTO 7.10 | 2 Jan 5 4700 C BTO 9.60 | 2 Jan 5 4735 C STO 0.90 | 2 Jan 5 4665 P STO 1.50",-1440,4697.24,"2024-01-05","16:00:00",0,0,"Expired",-2890,-100.34722222222223,2,147096,2880,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.144,1,13.6,13.42,1.89,7.7,51.04,-100
"2023-12-27","09:49:00",4778.35,"2 Dec 27 4775 P BTO 5.30 | 2 Dec 27 4780 C BTO 6.15 | 2 Dec 27 4815 C STO 0.20 | 2 Dec 27 4745 P STO 0.40",-1095,4781.58,"2023-12-27","16:00:00",0,-158,"Expired",-1884,-86.02739726027397,2,149986,2190,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.052,0.069,12.8,12.42,-1.3,4.9,6.85,-98.63
"2023-12-19","12:27:00",4758.34,"4 Dec 19 4755 P BTO 3.30 | 4 Dec 19 4760 C BTO 4.25 | 4 Dec 19 4795 C STO 0.10 | 4 Dec 19 4725 P STO 0.20",-735,4768.37,"2023-12-19","16:00:00",0,-837,"Expired",388,13.197278911564625,4,151870,2940,"SPX","*SPX RIC--0 DTE--Daily--v2.1",20,0.04,0.011,12.39,12.48,3.16,14.62,13.88,-72.79
"2023-12-15","09:45:00",4715.21,"1 Dec 15 4710 P BTO 7.35 | 1 Dec 15 4715 C BTO 10.15 | 1 Dec 15 4750 C STO 1.00 | 1 Dec 15 4680 P STO 1.05",-1555,4719.19,"2023-12-15","16:00:00",0,-419,"Expired",-1141,-73.37620578778134,1,151482,1555,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.117,0.111,12.04,12.32,-5.32,0.98,0,-87.46
"2023-12-12","10:02:00",4618.26,"2 Dec 12 4615 P BTO 6.75 | 2 Dec 12 4620 C BTO 7.25 | 2 Dec 12 4655 C STO 0.35 | 2 Dec 12 4585 P STO 0.75",-1300,4643.7,"2023-12-12","16:00:00",0,-2370,"Expired",2130,81.92307692307692,2,152623,2600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.079,0.004,12.37,12.04,-4.14,-0.04,82.31,-20.77
"2023-12-08","12:04:00",4586.02,"3 Dec 8 4580 P BTO 3.55 | 3 Dec 8 4585 C BTO 6.70 | 3 Dec 8 4620 C STO 0.25 | 3 Dec 8 4550 P STO 0.30",-980,4604.37,"2023-12-08","16:00:00",0,-1937,"Expired",2856,97.14285714285714,3,150493,2940,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.054,0.005,12.68,12.46,-9.39,9.82,148.98,-10.2
"2023-12-01","10:53:00",4567.48,"1 Dec 1 4560 P BTO 6.25 | 1 Dec 1 4565 C BTO 11.20 | 1 Dec 1 4600 C STO 1.05 | 1 Dec 1 4530 P STO 0.85",-1565,4594.63,"2023-12-01","16:00:00",0,-2963,"Expired",1393,89.00958466453675,1,147637,1565,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.109,0.004,12.75,12.63,-8.37,8.05,98.4,-12.46
"2023-11-17","09:46:00",4505.39,"2 Nov 17 4500 P BTO 6.85 | 2 Nov 17 4505 C BTO 9.25 | 2 Nov 17 4540 C STO 0.70 | 2 Nov 17 4470 P STO 1.05",-1445,4514.02,"2023-11-17","16:00:00",0,-902,"Expired",-1096,-37.923875432525946,2,146244,2890,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.109,0.011,13.96,13.78,1.31,-4.16,5.88,-66.09
"2023-11-16","09:46:00",4505.25,"2 Nov 16 4500 P BTO 6.45 | 2 Nov 16 4505 C BTO 8.70 | 2 Nov 16 4540 C STO 0.60 | 2 Nov 16 4470 P STO 0.95",-1370,4508.24,"2023-11-16","16:00:00",0,-324,"Expired",-2102,-76.71532846715328,2,147340,2740,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.102,0.028,13.86,14.26,-5.8,8.17,12.41,-88.69
"2023-11-10","09:47:00",4368.91,"1 Nov 10 4365 P BTO 7.40 | 1 Nov 10 4370 C BTO 9.15 | 1 Nov 10 4405 C STO 0.45 | 1 Nov 10 4335 P STO 1.40",-1480,4415.24,"2023-11-10","16:00:00",0,-3500,"Expired",2015,136.14864864864865,1,149442,1480,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.112,0.23,14.79,14.23,16.8,4.76,136.49,-19.93
"2023-11-03","09:42:00",4349.21,"1 Nov 3 4340 P BTO 7.60 | 1 Nov 3 4350 C BTO 10.85 | 1 Nov 3 4385 C STO 1.00 | 1 Nov 3 4315 P STO 2.50",-1505,4358.34,"2023-11-03","16:00:00",0,-834,"Expired",-676,-44.91694352159468,1,147427,1505,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.19,0.011,15.09,15.11,16.45,14.98,56.48,-44.58
"2023-11-02","10:01:00",4287.74,"2 Nov 2 4280 P BTO 7.50 | 2 Nov 2 4290 C BTO 9.05 | 2 Nov 2 4325 C STO 0.60 | 2 Nov 2 4255 P STO 1.95",-1410,4317.78,"2023-11-02","16:00:00",0,-2778,"Expired",2726,96.66666666666667,2,148103,2820,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.154,0.003,16.15,15.58,30.4,19.48,110.28,-14.89
"2023-10-31","10:13:00",4168.68,"1 Oct 31 4160 P BTO 7.50 | 1 Oct 31 4170 C BTO 10.10 | 1 Oct 31 4205 C STO 1.05 | 1 Oct 31 4135 P STO 2.05",-1460,4193.8,"2023-10-31","16:00:00",0,-2380,"Expired",915,62.671232876712324,1,145377,1460,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.176,0.004,19.32,18.04,4.51,-2.65,74.66,-32.53
"2023-10-30","11:13:00",4148.17,"1 Oct 30 4140 P BTO 7.50 | 1 Oct 30 4150 C BTO 9.90 | 1 Oct 30 4185 C STO 0.85 | 1 Oct 30 4115 P STO 1.85",-1480,4166.82,"2023-10-30","16:00:00",0,-1682,"Expired",197,13.31081081081081,1,144462,1480,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.155,0.006,20.3,19.76,22.02,8.78,79.39,-24.66
"2023-10-27","11:06:00",4148.47,"1 Oct 27 4140 P BTO 7.85 | 1 Oct 27 4150 C BTO 11.20 | 1 Oct 27 4185 C STO 1.50 | 1 Oct 27 4115 P STO 2.00",-1565,4117.37,"2023-10-27","16:00:00",0,-2263,"Expired",693,44.281150159744406,1,144265,1565,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.184,0.009,19.95,21.29,15.7,-4.46,57.83,-23.32
"2023-10-24","10:29:00",4253.25,"1 Oct 24 4245 P BTO 7.65 | 1 Oct 24 4255 C BTO 10.45 | 1 Oct 24 4290 C STO 0.90 | 1 Oct 24 4220 P STO 2.20",-1510,4247.68,"2023-10-24","16:00:00",0,0,"Expired",-1515,-100.33112582781456,1,143572,1510,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.171,1,19.29,19.09,18.75,17.46,21.85,-100
"2023-10-19","12:22:00",4338.83,"1 Oct 19 4330 P BTO 7.45 | 1 Oct 19 4340 C BTO 10.95 | 1 Oct 19 4375 C STO 1.40 | 1 Oct 19 4305 P STO 2.15",-1495,4278,"2023-10-19","16:00:00",0,-2500,"Expired",1000,66.88963210702342,1,145087,1495,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.193,0.535,18.75,20.9,6.76,17.47,68.9,-18.73
"2023-10-16","09:35:00",4358.56,"1 Oct 16 4350 P BTO 8.40 | 1 Oct 16 4360 C BTO 10.80 | 1 Oct 16 4395 C STO 1.15 | 1 Oct 16 4325 P STO 2.70",-1545,4373.63,"2023-10-16","16:00:00",0,-1363,"Expired",-187,-12.103559870550162,1,144087,1545,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.201,0.008,18.04,17.31,14.59,16.19,48.22,-21.36
"2023-10-12","10:28:00",4379.43,"1 Oct 12 4375 P BTO 8.35 | 1 Oct 12 4380 C BTO 9.65 | 1 Oct 12 4415 C STO 0.95 | 1 Oct 12 4345 P STO 1.50",-1565,4349.61,"2023-10-12","16:00:00",0,-2539,"Expired",969,61.91693290734824,1,144274,1565,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.136,0.004,15.67,16.77,3.99,-1.51,83.71,-25.88
"2023-10-11","11:03:00",4370.27,"1 Oct 11 4365 P BTO 7.85 | 1 Oct 11 4370 C BTO 10.25 | 1 Oct 11 4405 C STO 0.90 | 1 Oct 11 4335 P STO 1.30",-1600,4376.95,"2023-10-11","16:00:00",0,-695,"Expired",-910,-56.875,1,143305,1600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.122,0.014,16.35,16.28,8.35,3.68,16.25,-79.38
"2023-10-10","09:50:00",4343.51,"1 Oct 10 4335 P BTO 7.50 | 1 Oct 10 4345 C BTO 10.40 | 1 Oct 10 4380 C STO 1.05 | 1 Oct 10 4310 P STO 1.80",-1515,4358.24,"2023-10-10","16:00:00",0,-1324,"Expired",-196,-12.937293729372938,1,144215,1515,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.159,0.009,17.31,17.08,4.09,3.76,98.68,-18.81
"2023-10-04","10:14:00",4233.52,"1 Oct 4 4225 P BTO 8.75 | 1 Oct 4 4235 C BTO 11.45 | 1 Oct 4 4270 C STO 1.35 | 1 Oct 4 4200 P STO 2.95",-1600,4263.75,"2023-10-04","16:00:00",0,-2875,"Expired",1270,79.375,1,144411,1600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.213,0.004,19.29,18.46,4.38,-0.31,97.5,-44.38
"2023-09-29","09:57:00",4327.9,"1 Sep 29 4320 P BTO 9.20 | 1 Sep 29 4330 C BTO 11.25 | 1 Sep 29 4365 C STO 1.55 | 1 Sep 29 4295 P STO 3.10",-1590,4288.05,"2023-09-29","16:00:00",0,-2500,"Expired",905,56.91823899371069,1,143141,1590,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.227,0.289,15.99,17.65,28.48,-0.28,57.23,-20.75
"2023-09-22","09:37:00",4338.98,"1 Sep 22 4330 P BTO 7.60 | 1 Sep 22 4340 C BTO 9.90 | 1 Sep 22 4375 C STO 1.05 | 1 Sep 22 4305 P STO 2.25",-1430,4320.06,"2023-09-22","16:00:00",0,-994,"Expired",-441,-30.83916083916084,1,142236,1430,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.189,0.009,16.85,17.21,11.74,-2.76,30.42,-82.17
"2023-09-14","09:47:00",4489,"2 Sep 14 4485 P BTO 6.30 | 2 Sep 14 4490 C BTO 8.00 | 2 Sep 14 4525 C STO 0.35 | 2 Sep 14 4455 P STO 0.90",-1315,4505.1,"2023-09-14","16:00:00",0,-1510,"Expired",380,14.44866920152091,2,142677,2630,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.087,0.006,13.14,12.88,20.34,1.22,70.72,-19.01
"2023-09-13","10:00:00",4472.48,"2 Sep 13 4465 P BTO 5.60 | 2 Sep 13 4475 C BTO 7.25 | 2 Sep 13 4505 C STO 0.45 | 2 Sep 13 4435 P STO 0.70",-1180,4467.44,"2023-09-13","16:00:00",0,0,"Expired",-2370,-100.42372881355932,2,142297,2360,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.089,1,13.71,13.52,0.75,9.83,19.07,-100
"2023-09-01","10:11:00",4532.44,"2 Sep 1 4525 P BTO 5.60 | 2 Sep 1 4530 C BTO 9.75 | 2 Sep 1 4565 C STO 0.60 | 2 Sep 1 4495 P STO 0.90",-1395,4515.77,"2023-09-01","16:00:00",0,-923,"Expired",-954,-34.193548387096776,2,144667,2790,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.098,0.009,13.15,13.13,22.94,1.84,47.67,-43.01
"2023-08-30","09:53:00",4513.34,"2 Aug 30 4505 P BTO 6.85 | 2 Aug 30 4515 C BTO 9.50 | 2 Aug 30 4550 C STO 1.10 | 2 Aug 30 4480 P STO 1.80",-1355,4514.87,"2023-08-30","16:00:00",0,0,"Expired",-2720,-100.36900369003689,2,145621,2710,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.177,0.2,14.19,13.86,2.71,13,8.49,-100
"2023-08-25","11:35:00",4384.09,"1 Aug 25 4375 P BTO 7.85 | 1 Aug 25 4385 C BTO 11.95 | 1 Aug 25 4420 C STO 1.80 | 1 Aug 25 4350 P STO 2.25",-1585,4405.71,"2023-08-25","16:00:00",0,-2071,"Expired",481,30.347003154574132,1,148341,1585,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.205,0.005,16.53,15.66,13.07,-5.29,91.8,-28.08
"2023-08-23","09:48:00",4407.64,"2 Aug 23 4400 P BTO 7.55 | 2 Aug 23 4410 C BTO 9.30 | 2 Aug 23 4445 C STO 0.55 | 2 Aug 23 4375 P STO 1.85",-1455,4436.01,"2023-08-23","16:00:00",0,-2601,"Expired",2282,78.4192439862543,2,147860,2910,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.142,0.004,16.54,15.98,8.89,11.2,107.9,-7.56
"2023-08-16","09:40:00",4443.42,"1 Aug 16 4435 P BTO 7.25 | 1 Aug 16 4445 C BTO 10.00 | 1 Aug 16 4480 C STO 1.00 | 1 Aug 16 4410 P STO 1.75",-1460,4404.33,"2023-08-16","16:00:00",0,-2500,"Expired",1035,70.8904109589041,1,145578,1460,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.159,0.178,16.04,16.83,-4.07,9.63,72.26,-49.32
"2023-08-10","09:35:00",4503.55,"1 Aug 10 4495 P BTO 7.90 | 1 Aug 10 4505 C BTO 10.90 | 1 Aug 10 4540 C STO 1.25 | 1 Aug 10 4470 P STO 2.70",-1495,4468.83,"2023-08-10","16:00:00",0,-2500,"Expired",1000,66.88963210702342,1,144543,1495,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.21,0.051,14.9,15.87,19.45,16.39,67.22,-26.09
"2023-08-09","09:47:00",4495.8,"1 Aug 9 4490 P BTO 6.50 | 1 Aug 9 4495 C BTO 9.80 | 1 Aug 9 4530 C STO 0.70 | 1 Aug 9 4460 P STO 0.95",-1475,4467.71,"2023-08-09","16:00:00",0,-2229,"Expired",749,50.77966101694915,1,143543,1475,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.101,0.004,15.73,16.09,2.19,-5.77,57.29,-77.97
"2023-08-07","10:25:00",4507.54,"2 Aug 7 4500 P BTO 5.15 | 2 Aug 7 4510 C BTO 7.15 | 2 Aug 7 4545 C STO 0.25 | 2 Aug 7 4475 P STO 1.10",-1105,4518.44,"2023-08-07","16:00:00",0,-844,"Expired",-532,-24.07239819004525,2,142794,2210,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.11,0.012,16.33,15.82,13.55,15.96,0,-81
"2023-08-04","09:37:00",4527.82,"2 Aug 4 4520 P BTO 7.10 | 2 Aug 4 4530 C BTO 8.40 | 2 Aug 4 4565 C STO 0.50 | 2 Aug 4 4495 P STO 1.80",-1330,4478.03,"2023-08-04","16:00:00",0,-2500,"Expired",2330,87.59398496240601,2,143326,2660,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.148,0.4,14.9,17.17,12.07,13.86,88.35,-58.27
"2023-07-21","09:36:00",4552.32,"2 Jul 21 4545 P BTO 5.35 | 2 Jul 21 4555 C BTO 7.40 | 2 Jul 21 4585 C STO 0.75 | 2 Jul 21 4515 P STO 0.70",-1140,4536.34,"2023-07-21","16:00:00",0,-866,"Expired",-558,-24.47368421052632,2,140996,2280,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.114,0.011,13.68,13.62,15.29,2.16,19.74,-71.93
"2023-07-13","11:30:00",4494.55,"2 Jul 13 4490 P BTO 4.05 | 2 Jul 13 4495 C BTO 5.85 | 2 Jul 13 4530 C STO 0.15 | 2 Jul 13 4460 P STO 0.30",-955,4510.04,"2023-07-13","16:00:00",0,-1504,"Expired",1088,56.96335078534032,2,141554,1910,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.045,0.006,13.27,13.54,19.34,3.05,136.13,-19.37
"2023-07-12","10:28:00",4484.94,"2 Jul 12 4480 P BTO 5.35 | 2 Jul 12 4485 C BTO 7.75 | 2 Jul 12 4520 C STO 0.40 | 2 Jul 12 4450 P STO 0.65",-1215,4472.16,"2023-07-12","16:00:00",0,-784,"Expired",-872,-35.88477366255144,2,140466,2430,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.08,0.015,13.88,13.54,28.43,17.25,37.04,-62.14
"2023-07-11","10:36:00",4416.8,"2 Jul 11 4415 P BTO 5.90 | 2 Jul 11 4415 C BTO 8.00 | 2 Jul 11 4450 C STO 0.30 | 2 Jul 11 4380 P STO 0.30",-1340,4439.26,"2023-07-11","16:00:00",0,-2426,"Expired",2162,80.67164179104478,2,141338,2680,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.043,0.004,14.7,14.87,6.02,1.25,101.12,-42.91
"2023-06-30","10:52:00",4441.28,"2 Jun 30 4435 P BTO 5.60 | 2 Jun 30 4440 C BTO 9.45 | 2 Jun 30 4475 C STO 0.55 | 2 Jun 30 4405 P STO 1.10",-1350,4450.38,"2023-06-30","16:00:00",0,-1038,"Expired",-634,-23.48148148148148,2,139176,2700,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.11,0.011,13.23,13.32,26,18.84,39.63,-23.11
"2023-06-27","10:01:00",4343.54,"2 Jun 27 4340 P BTO 6.10 | 2 Jun 27 4345 C BTO 7.35 | 2 Jun 27 4380 C STO 0.35 | 2 Jun 27 4310 P STO 0.70",-1250,4378.41,"2023-06-27","16:00:00",0,-3341,"Expired",4172,166.88,2,139810,2500,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.078,0.003,13.95,13.75,8.54,6.18,176.4,-21.2
"2023-06-21","10:57:00",4366.8,"2 Jun 21 4360 P BTO 4.90 | 2 Jun 21 4365 C BTO 9.55 | 2 Jun 21 4400 C STO 0.80 | 2 Jun 21 4330 P STO 0.35",-1340,4365.69,"2023-06-21","16:00:00",0,-69,"Expired",-2552,-95.22388059701493,2,135638,2680,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.08,0.111,13.46,13.21,-8.7,-13.21,52.61,-94.85
"2023-06-16","10:05:00",4434.62,"1 Jun 16 4430 P BTO 8.60 | 1 Jun 16 4435 C BTO 10.80 | 1 Jun 16 4470 C STO 1.80 | 1 Jun 16 4400 P STO 1.70",-1600,4409.59,"2023-06-16","16:00:00",0,-2041,"Expired",436,27.250000000000004,1,138190,1600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.18,0.005,14.26,13.55,15.11,-6.33,27.56,-54.06
"2023-06-02","10:06:00",4251.23,"1 Jun 2 4245 P BTO 7.50 | 1 Jun 2 4250 C BTO 10.60 | 1 Jun 2 4285 C STO 1.05 | 1 Jun 2 4215 P STO 1.35",-1580,4282.37,"2023-06-02","16:00:00",0,-3237,"Expired",1652,104.55696202531645,1,137754,1580,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.133,0.003,14.97,14.56,19.99,10.22,112.97,-4.11
"2023-06-01","09:40:00",4179.93,"1 Jun 1 4175 P BTO 7.50 | 1 Jun 1 4180 C BTO 9.40 | 1 Jun 1 4215 C STO 0.75 | 1 Jun 1 4145 P STO 1.20",-1505,4221.02,"2023-06-01","16:00:00",0,-3500,"Expired",1990,132.22591362126246,1,136102,1505,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.115,0.128,17.18,15.76,3.2,-3.1,132.56,-16.61
"2023-05-26","09:40:00",4168.65,"1 May 26 4160 P BTO 8.30 | 1 May 26 4170 C BTO 11.20 | 1 May 26 4205 C STO 1.25 | 1 May 26 4135 P STO 2.40",-1595,4205.45,"2023-05-26","16:00:00",0,-3500,"Expired",1900,119.12225705329153,1,134112,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.187,0.014,18.31,18.02,4.88,12.49,119.44,-3.45
