"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2024-09-18","10:41:00",5634.49,"8 Oct 2 5650 C STO 61.90 | 4 Oct 2 5610 C BTO 86.90 | 4 Oct 2 5690 C BTO 40.85",-405,5676.81,"2024-09-18","14:01:00",0,-550,"Profit Target",540,33.33333333333333,4,175125,1620,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.969,0.962,18.89,18.54,7.1,-7.19,66.67,-8.64
"2024-09-17","10:41:00",5664.62,"8 Oct 1 5675 C STO 59.75 | 4 Oct 1 5635 C BTO 85.25 | 4 Oct 1 5715 C BTO 38.40",-425,5621.28,"2024-09-17","14:49:00",0,-575,"Profit Target",560,32.94117647058823,4,174585,1700,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.966,0.929,16.82,17.77,22.42,9.11,42.35,-2.35
"2024-09-16","10:41:00",5612.96,"8 Sep 30 5625 C STO 60.80 | 4 Sep 30 5585 C BTO 86.20 | 4 Sep 30 5665 C BTO 39.55",-425,5659.26,"2024-09-17","10:36:00",1,-575,"Profit Target",560,32.94117647058823,4,174025,1700,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.967,0.963,17.46,16.97,-10.81,-2.25,51.76,-41.18
"2024-09-13","10:41:00",5624.99,"8 Sep 27 5635 C STO 59.55 | 4 Sep 27 5595 C BTO 85.05 | 4 Sep 27 5675 C BTO 38.15",-420,5617.09,"2024-09-16","09:34:00",3,-570,"Profit Target",560,33.33333333333333,4,173465,1680,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.967,0.946,16.56,17.35,7.58,21.65,46.43,-28.57
"2024-09-12","10:41:00",5562.43,"8 Sep 26 5575 C STO 62.20 | 4 Sep 26 5535 C BTO 87.05 | 4 Sep 26 5615 C BTO 41.10",-385,5563.42,"2024-09-12","11:16:00",0,-520,"Profit Target",500,32.467532467532465,4,172905,1540,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.971,0.955,17.6,17.64,3.35,4.95,53.25,-10.39
"2024-09-11","10:41:00",5414.29,"10 Sep 25 5425 C STO 77.90 | 5 Sep 25 5385 C BTO 102.65 | 5 Sep 25 5465 C BTO 56.05",-300,5424.27,"2024-09-11","11:06:00",0,-405,"Profit Target",475,31.666666666666664,5,172405,1500,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.982,0.972,21.12,20.54,0.9,-82.13,60,-16.67
"2024-09-10","10:41:00",5476.05,"8 Sep 24 5490 C STO 69.80 | 4 Sep 24 5450 C BTO 94.75 | 4 Sep 24 5530 C BTO 48.30",-355,5476.33,"2024-09-11","09:39:00",1,-480,"Profit Target",460,32.3943661971831,4,171930,1420,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.976,0.957,19.54,19.1,19.46,-14.46,59.15,-16.9
"2024-09-09","10:41:00",5446.97,"10 Sep 23 5460 C STO 72.60 | 5 Sep 23 5420 C BTO 97.55 | 5 Sep 23 5500 C BTO 50.95",-340,5460.37,"2024-09-09","14:08:00",0,-460,"Profit Target",550,32.35294117647059,5,171470,1700,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.978,0.969,20.7,20.1,33.65,4.9,45.59,-20.59
"2024-09-06","10:41:00",5443.92,"10 Sep 20 5455 C STO 77.80 | 5 Sep 20 5415 C BTO 102.85 | 5 Sep 20 5495 C BTO 55.90",-325,5455.29,"2024-09-09","09:38:00",3,-440,"Profit Target",525,32.30769230769231,5,170920,1625,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.98,0.97,21.74,20.9,3.92,-63.41,46.15,-100
"2024-09-05","10:41:00",5534.43,"8 Sep 19 5545 C STO 67.35 | 4 Sep 19 5505 C BTO 92.75 | 4 Sep 19 5585 C BTO 45.55",-370,5502.23,"2024-09-05","11:02:00",0,-500,"Profit Target",480,32.432432432432435,4,169875,1480,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.974,0.95,19.53,20.57,0.01,14.35,56.76,-10.81
"2024-09-04","10:41:00",5542.45,"8 Sep 18 5555 C STO 65.65 | 4 Sep 18 5515 C BTO 90.65 | 4 Sep 18 5595 C BTO 44.55",-400,5502.23,"2024-09-05","11:02:00",1,-540,"Profit Target",520,32.5,4,170395,1600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.971,0.939,20.16,20.57,-22.25,35.77,53.75,-66.25
"2024-09-03","10:41:00",5571.54,"6 Sep 17 5580 C STO 62.45 | 3 Sep 17 5540 C BTO 87.80 | 3 Sep 17 5620 C BTO 41.35",-435,5573.27,"2024-09-03","11:40:00",0,-590,"Profit Target",435,33.33333333333333,3,169395,1305,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.967,0.948,18.08,17.96,-24.51,-52.35,56.32,-11.49
"2024-08-30","10:41:00",5628.12,"6 Sep 13 5640 C STO 49.75 | 3 Sep 13 5600 C BTO 74.50 | 3 Sep 13 5680 C BTO 30.15",-525,5611.74,"2024-08-30","10:58:00",0,-710,"Profit Target",525,33.33333333333333,3,168435,1575,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.951,0.911,15.06,15.45,20.78,15.38,50.48,-3.81
"2024-08-29","10:41:00",5631.03,"6 Sep 12 5640 C STO 53.30 | 3 Sep 12 5600 C BTO 78.25 | 3 Sep 12 5680 C BTO 33.40",-515,5573.27,"2024-09-03","11:40:00",5,-700,"Profit Target",525,33.980582524271846,3,168960,1545,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.955,0.865,15.38,17.96,15.12,23.73,47.57,-60.19
"2024-08-28","10:41:00",5619.14,"6 Sep 11 5630 C STO 54.65 | 3 Sep 11 5590 C BTO 78.80 | 3 Sep 11 5670 C BTO 35.10",-470,5585.68,"2024-08-28","12:17:00",0,-635,"Profit Target",465,32.97872340425532,3,166470,1410,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.96,0.916,15.56,16.76,-1.29,-5.37,68.09,-19.15
"2024-08-27","10:41:00",5623.72,"6 Sep 10 5635 C STO 53.45 | 3 Sep 10 5595 C BTO 77.50 | 3 Sep 10 5675 C BTO 34.15",-485,5614.86,"2024-08-29","09:41:00",2,-655,"Profit Target",480,32.98969072164948,3,167430,1455,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.957,0.922,16,15.53,-13.95,20.83,44.33,-53.61
"2024-08-26","10:41:00",5617.15,"6 Sep 9 5630 C STO 54.80 | 3 Sep 9 5590 C BTO 78.90 | 3 Sep 9 5670 C BTO 35.40",-480,5585.68,"2024-08-28","12:17:00",2,-650,"Profit Target",480,33.33333333333333,3,166950,1440,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.959,0.912,16.56,16.76,5.05,-22.51,47.92,-20.83
"2024-08-23","10:41:00",5624.18,"6 Sep 6 5635 C STO 56.35 | 3 Sep 6 5595 C BTO 80.95 | 3 Sep 6 5675 C BTO 36.45",-480,5606.84,"2024-08-29","15:39:00",6,-650,"Profit Target",480,33.33333333333333,3,167910,1440,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.96,0.899,16.43,15.67,31.85,21.69,42.71,-73.96
"2024-08-22","10:41:00",5620.36,"6 Sep 5 5630 C STO 57.20 | 3 Sep 5 5590 C BTO 81.80 | 3 Sep 5 5670 C BTO 37.00",-450,5623.81,"2024-08-23","10:07:00",1,-610,"Profit Target",450,33.33333333333333,3,166215,1350,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.963,0.938,16.64,16.31,16.92,-17.41,54.44,-10
"2024-08-21","10:41:00",5626.51,"6 Sep 4 5640 C STO 52.70 | 3 Sep 4 5600 C BTO 77.15 | 3 Sep 4 5680 C BTO 33.25",-510,5622.39,"2024-08-21","14:01:00",0,-690,"Profit Target",510,33.33333333333333,3,166530,1530,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.955,0.932,16.14,16.44,5.97,23.42,48.04,-5.88
"2024-08-20","10:41:00",5597.09,"6 Sep 3 5610 C STO 51.05 | 3 Sep 3 5570 C BTO 75.35 | 3 Sep 3 5650 C BTO 31.65",-500,5638.37,"2024-08-22","09:46:00",2,-675,"Profit Target",495,33,3,165765,1500,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.954,0.951,15.26,16.07,-5.37,-5.79,46,-50
"2024-08-16","10:41:00",5537.36,"6 Aug 30 5545 C STO 55.50 | 3 Aug 30 5505 C BTO 80.55 | 3 Aug 30 5585 C BTO 35.40",-505,5622.15,"2024-08-27","13:14:00",11,-445,"Below Delta",-210,-13.861386138613863,3,166005,1515,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.957,0.974,15.09,15.63,-12.72,6.86,30.69,-79.21
"2024-08-14","10:41:00",5428.29,"6 Aug 28 5435 C STO 61.05 | 3 Aug 28 5395 C BTO 86.30 | 3 Aug 28 5475 C BTO 40.10",-440,5641.16,"2024-08-22","09:38:00",8,-30,"Below Delta",-1260,-95.45454545454545,3,165270,1320,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.966,0.999,17.21,15.97,7.93,-14.07,25,-100
"2024-08-13","10:41:00",5389.23,"8 Aug 27 5400 C STO 67.85 | 4 Aug 27 5360 C BTO 92.95 | 4 Aug 27 5440 C BTO 46.05",-340,5422.92,"2024-08-13","14:25:00",0,-460,"Profit Target",440,32.35294117647059,4,166020,1360,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.976,0.97,19.49,18.73,32.59,12.25,50,-83.82
"2024-08-12","10:41:00",5364.74,"8 Aug 26 5375 C STO 67.75 | 4 Aug 26 5335 C BTO 92.65 | 4 Aug 26 5415 C BTO 46.10",-335,5343.54,"2024-08-12","11:41:00",0,-455,"Profit Target",440,32.83582089552239,4,165580,1340,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.977,0.951,19.24,19.51,7.72,12.86,79.1,-5.97
"2024-08-09","10:41:00",5319.84,"10 Aug 23 5330 C STO 80.70 | 5 Aug 23 5290 C BTO 105.55 | 5 Aug 23 5370 C BTO 58.70",-295,5345.77,"2024-08-09","13:17:00",0,-400,"Profit Target",475,32.20338983050847,5,166760,1475,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.983,0.967,22.79,21.1,-4.65,5.18,106.78,-8.47
"2024-08-08","10:41:00",5295.06,"10 Aug 22 5305 C STO 84.40 | 5 Aug 22 5265 C BTO 109.00 | 5 Aug 22 5345 C BTO 62.60",-290,5316.36,"2024-08-08","15:09:00",0,-395,"Profit Target",475,32.758620689655174,5,166285,1450,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.984,0.976,24.7,24.37,53.07,42.49,62.07,-100
"2024-08-07","10:41:00",5304.08,"10 Aug 21 5315 C STO 78.85 | 5 Aug 21 5275 C BTO 103.45 | 5 Aug 21 5355 C BTO 57.35",-320,5307.26,"2024-08-07","10:43:00",0,-435,"Profit Target",525,32.8125,5,165810,1600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.981,0.968,23.16,23.08,53.1,10.95,64.06,-6.25
"2024-08-06","10:41:00",5258.04,"14 Aug 20 5270 C STO 91.95 | 7 Aug 20 5230 C BTO 116.75 | 7 Aug 20 5310 C BTO 69.40",-235,5267.81,"2024-08-06","10:58:00",0,-320,"Profit Target",525,31.914893617021278,7,165285,1645,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.988,0.975,27.22,27.01,20.09,51.62,110.64,-12.77
"2024-08-02","10:41:00",5309.89,"10 Aug 16 5325 C STO 95.30 | 5 Aug 16 5285 C BTO 119.50 | 5 Aug 16 5365 C BTO 73.75",-275,5340.55,"2024-08-02","12:47:00",0,-375,"Profit Target",450,32.72727272727273,5,164760,1375,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.986,0.977,27.8,25.24,-70.05,-66.74,74.55,-32.73
"2024-08-01","10:41:00",5509.74,"12 Aug 15 5520 C STO 67.60 | 6 Aug 15 5480 C BTO 90.80 | 6 Aug 15 5560 C BTO 47.00",-270,5505.69,"2024-08-01","10:42:00",0,-365,"Profit Target",510,31.48148148148148,6,163790,1620,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.981,0.97,17.07,17.16,15.54,-28.1,50,0
"2024-07-31","10:41:00",5524.45,"8 Aug 14 5535 C STO 64.75 | 4 Aug 14 5495 C BTO 88.55 | 4 Aug 14 5575 C BTO 44.80",-395,5420.72,"2024-08-01","15:03:00",1,-535,"Profit Target",520,32.91139240506329,4,164310,1580,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.971,0.898,16.28,19.18,69.15,18.86,51.9,-30.38
"2024-07-30","10:41:00",5460.55,"8 Aug 13 5475 C STO 64.70 | 4 Aug 13 5435 C BTO 87.90 | 4 Aug 13 5515 C BTO 45.20",-380,5523.98,"2024-07-31","11:55:00",1,-515,"Profit Target",500,32.89473684210527,4,163280,1520,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.972,0.965,16.96,16.19,15.19,-18.18,80.26,-86.84
"2024-07-29","10:41:00",5470.14,"8 Aug 12 5480 C STO 64.60 | 4 Aug 12 5440 C BTO 88.60 | 4 Aug 12 5520 C BTO 44.50",-400,5527.5,"2024-07-31","11:36:00",2,-540,"Profit Target",520,32.5,4,162780,1600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.971,0.97,16.84,16.25,17.45,-6.41,45,-58.75
"2024-07-26","10:41:00",5439.49,"8 Aug 9 5455 C STO 65.35 | 4 Aug 9 5415 C BTO 88.85 | 4 Aug 9 5495 C BTO 45.75",-400,5344.16,"2024-08-09","16:00:00",14,0,"Expired",-1620,-101.25,4,165140,1600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,0,0.971,1,17.31,20.34,34.45,5.82,36.25,-100
"2024-07-25","10:41:00",5422.73,"8 Aug 8 5435 C STO 69.10 | 4 Aug 8 5395 C BTO 92.80 | 4 Aug 8 5475 C BTO 49.10",-380,5472.8,"2024-07-25","12:19:00",0,-515,"Profit Target",500,32.89473684210527,4,162260,1520,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.974,0.97,18.29,16.71,1.57,-5.97,55.26,-48.68
"2024-07-24","10:41:00",5472.28,"6 Aug 7 5485 C STO 59.90 | 3 Aug 7 5445 C BTO 83.80 | 3 Aug 7 5525 C BTO 40.20",-430,5465.06,"2024-07-24","11:44:00",0,-585,"Profit Target",435,33.72093023255814,3,161760,1290,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.966,0.949,16.44,16.84,-49.9,-33.56,44.19,-41.86
"2024-07-22","10:41:00",5560.03,"6 Aug 5 5575 C STO 53.80 | 3 Aug 5 5535 C BTO 77.90 | 3 Aug 5 5615 C BTO 34.45",-485,5490.44,"2024-07-24","09:53:00",2,-655,"Profit Target",480,32.98969072164948,3,161325,1455,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.958,0.816,15.34,16.04,39.54,15.49,97.94,-52.58
"2024-07-19","10:41:00",5530.96,"6 Aug 2 5545 C STO 58.80 | 3 Aug 2 5505 C BTO 83.10 | 3 Aug 2 5585 C BTO 39.05",-465,5582.33,"2024-07-23","11:16:00",4,-630,"Profit Target",465,33.33333333333333,3,160845,1395,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.963,0.948,16.35,14.39,-1.22,-12.41,76.34,-79.57
"2024-05-02","10:41:00",5031.81,"6 May 16 5040 C STO 56.55 | 3 May 16 5000 C BTO 79.95 | 3 May 16 5080 C BTO 37.45",-440,5111,"2024-05-03","10:40:00",1,-595,"Profit Target",435,32.95454545454545,3,160380,1320,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.963,0.969,15.22,14.03,30.93,-17.51,43.18,-90.91
"2024-05-01","10:41:00",5024.2,"6 May 15 5035 C STO 58.20 | 3 May 15 4995 C BTO 81.45 | 3 May 15 5075 C BTO 39.20",-435,5042.4,"2024-05-01","14:34:00",0,-590,"Profit Target",435,33.33333333333333,3,159450,1305,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.965,0.915,15.88,15.41,-6.66,-4.83,167.82,-21.84
"2024-04-29","10:41:00",5115.65,"6 May 13 5125 C STO 51.50 | 3 May 13 5085 C BTO 75.80 | 3 May 13 5165 C BTO 32.25",-515,5105.94,"2024-04-30","09:42:00",1,-700,"Profit Target",525,33.980582524271846,3,158565,1545,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.953,0.902,15.04,14.86,14.17,1.52,77.67,-46.6
"2024-04-26","10:41:00",5100.88,"6 May 10 5110 C STO 54.30 | 3 May 10 5070 C BTO 78.55 | 3 May 10 5150 C BTO 34.85",-490,5064.67,"2024-05-01","14:41:00",5,-665,"Profit Target",495,33.6734693877551,3,159945,1470,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.958,0.844,15.3,15.23,36.23,16.23,98.98,-56.12
"2024-04-25","10:41:00",5004.39,"6 May 9 5015 C STO 59.50 | 3 May 9 4975 C BTO 83.45 | 3 May 9 5055 C BTO 40.00",-455,5062.3,"2024-04-30","14:52:00",5,-615,"Profit Target",450,32.967032967032964,3,159015,1365,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.964,0.962,16.97,15.39,-51.75,-15.49,41.76,-79.12
"2024-04-24","10:41:00",5072.7,"6 May 8 5085 C STO 53.90 | 3 May 8 5045 C BTO 77.75 | 3 May 8 5125 C BTO 34.85",-490,5100.17,"2024-04-26","15:56:00",2,-665,"Profit Target",495,33.6734693877551,3,158040,1470,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.957,0.944,15.87,15.11,14.31,-12.16,45.92,-61.22
"2024-04-23","10:41:00",5062.6,"6 May 7 5075 C STO 56.50 | 3 May 7 5035 C BTO 80.10 | 3 May 7 5115 C BTO 37.50",-470,5065.59,"2024-04-23","11:29:00",0,-635,"Profit Target",465,32.97872340425532,3,157545,1410,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.961,0.937,16.27,16.29,18.25,33.75,60.64,-39.36
"2024-04-22","10:41:00",4983.79,"6 May 6 4995 C STO 61.70 | 3 May 6 4955 C BTO 85.50 | 3 May 6 5035 C BTO 42.00",-420,5008.2,"2024-04-22","15:41:00",0,-570,"Profit Target",420,33.33333333333333,3,157080,1260,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.968,0.956,17.94,17.04,20.1,-3.54,55.95,-48.81
"2024-04-19","10:41:00",4992.98,"8 May 3 5005 C STO 66.85 | 4 May 3 4965 C BTO 90.60 | 4 May 3 5045 C BTO 46.70",-370,5019.63,"2024-04-22","15:24:00",3,-500,"Profit Target",480,32.432432432432435,4,156660,1480,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.974,0.962,18.82,16.89,-5.68,-12.46,47.3,-13.51
"2024-04-18","10:41:00",5040.53,"6 May 2 5050 C STO 63.40 | 3 May 2 5010 C BTO 87.40 | 3 May 2 5090 C BTO 43.40",-410,4972,"2024-04-19","12:16:00",1,-555,"Profit Target",405,32.926829268292686,3,156180,1230,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.969,0.91,17.63,18.96,9.31,9.01,48.78,-48.78
"2024-04-17","10:41:00",5054.43,"6 May 1 5065 C STO 62.55 | 3 May 1 5025 C BTO 86.70 | 3 May 1 5105 C BTO 42.50",-420,5034.86,"2024-04-17","14:54:00",0,-570,"Profit Target",420,33.33333333333333,3,155775,1260,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.968,0.944,17.85,18.01,17.56,-14.54,48.81,-66.67
"2024-04-16","10:41:00",5044.45,"8 Apr 30 5055 C STO 67.45 | 4 Apr 30 5015 C BTO 91.85 | 4 Apr 30 5095 C BTO 46.75",-380,5055.44,"2024-04-16","13:36:00",0,-515,"Profit Target",500,32.89473684210527,4,155355,1520,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.973,0.957,19.24,18.37,2.77,-20.14,65.79,-34.21
"2024-04-15","10:41:00",5137.07,"6 Apr 29 5150 C STO 56.80 | 3 Apr 29 5110 C BTO 81.60 | 3 Apr 29 5190 C BTO 36.60",-470,5074.35,"2024-04-15","13:31:00",0,-635,"Profit Target",465,32.97872340425532,3,154855,1410,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.961,0.909,17.24,19.32,26.26,-12.6,43.62,-46.81
"2024-04-12","10:41:00",5146.85,"6 Apr 26 5160 C STO 64.80 | 3 Apr 26 5120 C BTO 89.35 | 3 Apr 26 5200 C BTO 44.10",-395,5160.61,"2024-04-15","09:48:00",3,-535,"Profit Target",390,32.91139240506329,3,153910,1185,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.971,0.95,18.3,16.48,-27.55,-24.66,51.9,-26.58
"2024-04-11","10:41:00",5152.01,"6 Apr 25 5165 C STO 56.10 | 3 Apr 25 5125 C BTO 80.60 | 3 Apr 25 5205 C BTO 36.10",-460,5109.92,"2024-04-12","15:19:00",1,-625,"Profit Target",465,33.69565217391305,3,153520,1380,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.961,0.919,16.33,18.34,12.31,-20.94,43.48,-45.65
"2024-04-10","10:41:00",5175.03,"6 Apr 24 5185 C STO 53.10 | 3 Apr 24 5145 C BTO 77.85 | 3 Apr 24 5225 C BTO 33.10",-485,5136.32,"2024-04-15","10:38:00",5,-655,"Profit Target",480,32.98969072164948,3,154390,1455,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.957,0.867,15.44,17.21,-42.03,7.15,68.04,-32.99
"2024-04-09","10:41:00",5174.71,"6 Apr 23 5185 C STO 56.10 | 3 Apr 23 5145 C BTO 80.75 | 3 Apr 23 5225 C BTO 36.20",-485,5167.01,"2024-04-10","10:26:00",1,-655,"Profit Target",480,32.98969072164948,3,152215,1455,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.959,0.932,16.24,15.74,14.64,-42.32,41.24,-45.36
"2024-04-08","10:41:00",5216.93,"4 Apr 22 5225 C STO 52.00 | 2 Apr 22 5185 C BTO 77.10 | 2 Apr 22 5265 C BTO 32.20",-540,5170.85,"2024-04-10","10:34:00",2,-730,"Profit Target",360,33.33333333333333,2,152575,1080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.952,0.875,15.51,15.58,7.03,5.56,39.81,-12.04
"2024-04-05","10:41:00",5179.74,"6 Apr 19 5190 C STO 55.55 | 3 Apr 19 5150 C BTO 80.25 | 3 Apr 19 5230 C BTO 35.60",-485,5170.85,"2024-04-10","10:34:00",5,-655,"Profit Target",480,32.98969072164948,3,153055,1455,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.959,0.918,16.38,15.58,11.74,20.79,44.33,-68.04
"2024-04-02","10:41:00",5193.17,"4 Apr 16 5205 C STO 48.10 | 2 Apr 16 5165 C BTO 72.55 | 2 Apr 16 5245 C BTO 29.10",-555,5167.01,"2024-04-10","10:26:00",8,-750,"Profit Target",370,33.33333333333333,2,151735,1110,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.946,0.8,15.11,15.74,-39.48,-11.12,81.08,-40.54
"2024-03-11","10:41:00",5099.85,"4 Mar 25 5110 C STO 54.00 | 2 Mar 25 5070 C BTO 78.00 | 2 Mar 25 5150 C BTO 35.20",-530,5179.96,"2024-03-19","15:57:00",8,-400,"Below Delta",-280,-26.41509433962264,2,151365,1060,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.954,0.975,15.92,13.87,-11.73,-12.11,33.96,-48.11
"2024-02-21","10:41:00",4964.29,"4 Mar 6 4975 C STO 47.65 | 2 Mar 6 4935 C BTO 71.85 | 2 Mar 6 5015 C BTO 29.20",-585,5063.13,"2024-02-27","12:25:00",6,-380,"Below Delta",-430,-36.75213675213676,2,151645,1170,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.943,0.98,15.74,13.6,-12.48,1.26,3.42,-85.47
"2024-02-20","10:41:00",4970.6,"4 Mar 5 4980 C STO 47.40 | 2 Mar 5 4940 C BTO 72.00 | 2 Mar 5 5020 C BTO 28.70",-600,5067.73,"2024-02-27","09:48:00",7,-345,"Below Delta",-530,-44.166666666666664,2,152075,1200,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.941,0.981,15.64,13.66,-16.25,-18.72,26.67,-89.17
"2023-11-10","10:41:00",4353.34,"4 Nov 24 4360 C STO 40.90 | 2 Nov 24 4320 C BTO 65.80 | 2 Nov 24 4400 C BTO 22.40",-650,4475.36,"2023-11-14","09:33:00",4,-180,"Below Delta",-960,-73.84615384615385,2,152605,1300,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.927,0.992,15.07,13.98,16.8,-10.81,3.85,-68.46
"2023-11-06","10:41:00",4368.61,"4 Nov 20 4375 C STO 41.05 | 2 Nov 20 4335 C BTO 66.00 | 2 Nov 20 4415 C BTO 22.65",-665,4414.99,"2023-11-10","15:55:00",4,-700,"Below Delta",50,3.7593984962406015,2,153565,1330,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.926,0.942,15.06,14.24,5.93,4.34,33.83,-22.56
"2023-11-03","10:41:00",4350.04,"4 Nov 17 4355 C STO 45.05 | 2 Nov 17 4315 C BTO 70.00 | 2 Nov 17 4395 C BTO 26.10",-610,4378.57,"2023-11-07","13:02:00",4,-825,"Profit Target",410,33.60655737704918,2,153515,1220,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.938,0.915,15.22,14.92,16.45,15.81,57.38,-19.67
"2023-11-01","10:41:00",4224.04,"6 Nov 15 4230 C STO 52.55 | 3 Nov 15 4190 C BTO 77.15 | 3 Nov 15 4270 C BTO 32.90",-505,4221.57,"2023-11-01","14:36:00",0,-685,"Profit Target",510,33.663366336633665,3,154050,1515,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.955,0.932,17.13,17.23,7.47,22.77,45.54,-24.75
